condition,training_seed,episode_index,evaluation_seed,episode_length,episode_return,native_cost_total,gold_stl_cost_total,goal_events,goal_success,minimum_distance,trigger_count,recovery_count,late_recovery_count,deadline_violation_count,terminal_unresolved_count,on_time_recovery_latency_sum,deadline_violation_delay_sum,terminal_unresolved_delay_sum,positive_cost_step_count,completed_window_count,trace_robustness,online_oracle_agreement,rtamt_max_robustness_difference
native_cost,3303,56,10056,1000,8.842082240606942,59.0,0,4,True,0.021118104457855225,3,3,0,0,0,163,0,0,0,3,0.15610171556472774,True,0.0
native_cost,3303,57,10057,1000,25.655701768460858,19.0,0,14,True,0.08142954111099243,5,5,0,0,0,186,0,0,0,5,0.09808142185211177,True,0.0
native_cost,3303,58,10058,1000,24.81927768307287,38.0,1,12,True,0.03314942121505737,6,5,1,1,0,184,79,0,1,6,-0.06473689079284672,True,0.0
native_cost,3303,59,10059,1000,24.998811572357226,101.0,2,11,True,0.04442739486694336,8,6,1,1,1,321,79,37,2,7,-0.06004999876022343,True,0.0
native_cost,3303,60,10060,1000,26.595538396650227,42.0,2,14,True,0.08705306053161621,7,5,1,2,0,190,158,0,2,7,-0.10700778961181645,True,0.0
native_cost,3303,61,10061,1000,19.22594334020232,73.0,2,8,True,0.0383831262588501,10,8,1,1,1,411,79,53,2,9,-0.04587488174438481,True,0.0
native_cost,3303,62,10062,1000,26.871196270491055,14.0,1,14,True,0.14400923252105713,7,6,1,1,0,188,79,0,1,6,-0.10110728740692143,True,0.0
native_cost,3303,63,10063,1000,18.99424081751124,41.0,1,11,True,0.02312403917312622,7,6,0,0,1,268,0,12,1,6,0.05472244024276729,True,0.0
native_cost,3303,64,10064,1000,24.603820101272504,15.0,0,12,True,0.062454164028167725,6,6,0,0,0,175,0,0,0,6,0.1582680463790893,True,0.0
native_cost,3303,65,10065,1000,21.17953641825443,58.0,3,9,True,0.05117690563201904,6,3,2,2,1,159,158,18,3,5,-0.11097710132598881,True,0.0
native_cost,3303,66,10066,1000,11.155090697436435,0.0,0,5,True,0.20149630308151245,4,4,0,0,0,178,0,0,0,4,0.1152702689170837,True,0.0
native_cost,3303,67,10067,1000,20.900591141718905,55.0,3,9,True,0.00657731294631958,8,5,2,2,1,188,158,47,3,7,-0.03462498188018803,True,0.0
native_cost,3303,68,10068,1000,23.885544106998168,50.0,1,11,True,0.05201411247253418,5,4,1,1,0,208,79,0,1,5,-0.04585717916488652,True,0.0
native_cost,3303,69,10069,1000,23.789134702673437,50.0,2,11,True,0.021262049674987793,9,7,1,2,0,275,158,0,2,9,-0.03497259616851811,True,0.0
native_cost,3303,70,10070,1000,23.975939394241777,71.0,2,11,True,0.009335696697235107,9,7,2,2,0,286,158,0,2,9,-0.08507679700851445,True,0.0
native_cost,3303,71,10071,1000,24.15193293597258,0.0,0,12,True,0.21865475177764893,3,3,0,0,0,139,0,0,0,3,0.020347785949706987,True,0.0
native_cost,3303,72,10072,1000,22.087125728816318,48.0,0,11,True,0.020862221717834473,8,8,0,0,0,340,0,0,0,8,0.08281339406967159,True,0.0
native_cost,3303,73,10073,1000,22.882096651934262,0.0,0,11,True,0.27821820974349976,3,3,0,0,0,106,0,0,0,3,0.1841227531433105,True,0.0
native_cost,3303,74,10074,1000,23.409043625816025,87.0,4,11,True,0.019296705722808838,6,2,3,4,0,104,316,0,4,6,-0.11592935323715214,True,0.0
native_cost,3303,75,10075,1000,24.727970481661032,33.0,3,10,True,0.08345532417297363,8,5,2,2,1,234,158,2,3,7,-0.10250364542007451,True,0.0
native_cost,3303,76,10076,1000,21.43060474192589,54.0,3,10,True,0.005842924118041992,7,4,2,2,1,172,158,24,3,6,-0.06548933982849126,True,0.0
native_cost,3303,77,10077,1000,26.57638205973126,104.0,2,12,True,0.021913468837738037,12,10,1,1,1,457,79,49,2,11,-0.0076385617256164995,True,0.0
native_cost,3303,78,10078,1000,23.508529294263553,92.0,3,12,True,0.043622374534606934,6,3,3,3,0,106,237,0,3,6,-0.1120995163917542,True,0.0
native_cost,3303,79,10079,1000,25.074569688783868,0.0,1,14,True,0.24458777904510498,4,3,1,1,0,94,79,0,1,4,-0.10889570713043217,True,0.0
native_cost,3303,80,10080,1000,26.338426444763172,116.0,4,13,True,0.0235481858253479,9,5,3,3,1,192,237,6,4,8,-0.10167663097381596,True,0.0
native_cost,3303,81,10081,1000,25.624710361003963,57.0,1,13,True,0.09885478019714355,6,5,1,1,0,228,79,0,1,6,-0.04541336297988896,True,0.0
native_cost,3303,82,10082,1000,23.804326631834556,15.0,1,13,True,0.06514692306518555,3,2,1,1,0,74,79,0,1,3,-0.10155378580093388,True,0.0
native_cost,3303,83,10083,1000,4.14520471730475,281.0,2,3,True,0.02599024772644043,4,2,2,2,0,85,158,0,2,4,-0.10758500099182133,True,0.0
native_cost,3303,84,10084,1000,21.844161304274166,36.0,0,8,True,0.09824627637863159,8,8,0,0,0,334,0,0,0,7,0.027064394950866655,True,0.0
native_cost,3303,85,10085,1000,19.129979572406228,84.0,2,10,True,0.010155200958251953,6,4,2,2,0,158,158,0,2,6,-0.10486130714416508,True,0.0
native_cost,3303,86,10086,1000,15.036768911882973,28.0,3,6,True,0.06948244571685791,5,2,2,3,0,96,237,0,3,5,-0.10165749788284306,True,0.0
native_cost,3303,87,10087,1000,23.17772490702373,13.0,1,13,True,0.18239039182662964,4,3,0,0,1,119,0,40,1,3,0.12851519584655757,True,0.0
native_cost,3303,88,10088,1000,20.460453795996727,42.0,2,8,True,0.07075095176696777,10,8,1,1,1,329,79,16,2,9,-0.10022144317626958,True,0.0
native_cost,3303,89,10089,1000,23.858811404783864,64.0,1,12,True,0.014133632183074951,7,6,1,1,0,263,79,0,1,6,-0.00043987035751347214,True,0.0
native_cost,3303,90,10090,1000,22.097739872875536,59.0,2,10,True,0.0327833890914917,2,0,2,2,0,0,158,0,2,2,-0.11213653087615971,True,0.0
native_cost,3303,91,10091,1000,24.808407329417605,32.0,2,12,True,0.014046907424926758,8,6,2,2,0,190,158,0,2,8,-0.1106935024261475,True,0.0
native_cost,3303,92,10092,1000,22.296213128742238,50.0,1,11,True,0.06373876333236694,5,4,1,1,0,222,79,0,1,4,-0.09079294204711919,True,0.0
native_cost,3303,93,10093,1000,21.570996614373144,85.0,1,8,True,0.02258884906768799,11,10,0,0,1,452,0,46,1,10,0.011787068843841508,True,0.0
native_cost,3303,94,10094,1000,26.822653950439417,0.0,0,16,True,0.3820604681968689,1,1,0,0,0,24,0,0,0,1,0.8178596019744873,True,0.0
native_cost,3303,95,10095,1000,22.647784352713643,68.0,2,10,True,0.021318912506103516,8,6,2,2,0,245,158,0,2,8,-0.0696231603622437,True,0.0
native_cost,3303,96,10096,1000,23.993759538934682,47.0,1,12,True,0.02933657169342041,4,3,1,1,0,137,79,0,1,4,-0.03280429840087895,True,0.0
native_cost,3303,97,10097,1000,24.537158388844546,0.0,0,12,True,0.22703468799591064,1,1,0,0,0,40,0,0,0,1,0.5640265464782714,True,0.0
native_cost,3303,98,10098,1000,24.16497311851208,44.0,0,11,True,0.03423929214477539,10,10,0,0,0,389,0,0,0,9,0.009894323348998979,True,0.0
native_cost,3303,99,10099,1000,25.450090645412274,64.0,1,12,True,0.05599772930145264,11,10,0,1,0,362,79,0,1,11,-0.0007504701614380327,True,0.0
native_cost,4404,0,10000,1000,14.350373321782172,31.0,2,7,True,0.021575868129730225,8,6,1,1,1,247,79,15,2,7,-0.08715980052948002,True,0.0
native_cost,4404,1,10001,1000,14.960249561747332,136.0,2,7,True,0.07774007320404053,6,4,2,2,0,168,158,0,2,6,-0.11249362230300908,True,0.0
native_cost,4404,2,10002,1000,18.59877818186942,15.0,1,9,True,0.13622474670410156,2,1,1,1,0,45,79,0,1,2,-0.10404341220855717,True,0.0
native_cost,4404,3,10003,1000,19.06041300555148,67.0,2,8,True,0.07781893014907837,6,4,1,1,1,189,79,77,2,5,-0.014672744274139449,True,0.0
native_cost,4404,4,10004,1000,20.134337989111373,60.0,0,8,True,0.09455108642578125,7,7,0,0,0,322,0,0,0,7,0.015630137920379594,True,0.0
native_cost,4404,5,10005,1000,16.368353151417978,73.0,1,8,True,0.019424378871917725,6,5,1,1,0,193,79,0,1,6,-0.1013420701026917,True,0.0
native_cost,4404,6,10006,1000,15.139347668577841,43.0,0,7,True,0.07995468378067017,5,5,0,0,0,264,0,0,0,5,0.03308041095733638,True,0.0
native_cost,4404,7,10007,1000,16.37575929972445,10.0,3,7,True,0.17055058479309082,5,2,2,2,1,92,158,41,3,4,-0.05786954164505009,True,0.0
native_cost,4404,8,10008,1000,11.543402862499988,20.0,0,6,True,0.14440494775772095,9,9,0,0,0,429,0,0,0,9,0.009649705886840776,True,0.0
native_cost,4404,9,10009,1000,20.155572813853723,121.0,3,9,True,0.006520092487335205,4,1,3,3,0,69,237,0,3,4,-0.1069466352462769,True,0.0
native_cost,4404,10,10010,1000,20.14088283281808,21.0,2,10,True,0.09642219543457031,6,4,1,1,1,128,79,32,2,5,-0.061326551437377974,True,0.0
native_cost,4404,11,10011,1000,13.30210888401325,45.0,0,7,True,0.03874844312667847,3,3,0,0,0,165,0,0,0,3,0.08992482423782344,True,0.0
native_cost,4404,12,10012,1000,15.135214994703347,16.0,0,7,True,0.07922619581222534,4,4,0,0,0,166,0,0,0,4,0.09818298816680904,True,0.0
native_cost,4404,13,10013,1000,0.3111159606085039,0.0,0,1,True,0.5690401196479797,0,0,0,0,0,0,0,0,0,0,,True,0.0
native_cost,4404,14,10014,1000,10.406567121658227,30.0,2,5,True,0.12658452987670898,3,1,2,2,0,53,158,0,2,3,-0.10309909582138066,True,0.0
native_cost,4404,15,10015,1000,1.2082875255033514,0.0,0,1,True,0.6747069954872131,0,0,0,0,0,0,0,0,0,0,,True,0.0
native_cost,4404,16,10016,1000,14.92732165693451,11.0,2,7,True,0.16693013906478882,4,2,2,2,0,58,158,0,2,4,-0.10389964580535893,True,0.0
native_cost,4404,17,10017,1000,20.180931006464107,5.0,1,10,True,0.18845057487487793,7,6,1,1,0,249,79,0,1,7,-0.05608104467391972,True,0.0
native_cost,4404,18,10018,1000,20.88239274058469,44.0,0,11,True,0.0061907172203063965,8,8,0,0,0,302,0,0,0,8,0.0910402655601501,True,0.0
native_cost,4404,19,10019,1000,19.349796372891433,6.0,1,10,True,0.18431800603866577,4,3,1,1,0,101,79,0,1,4,-0.07905845642089848,True,0.0
native_cost,4404,20,10020,1000,21.430762952431905,12.0,0,11,True,0.157678484916687,7,7,0,0,0,299,0,0,0,7,0.02914793491363521,True,0.0
native_cost,4404,21,10021,1000,13.251369552133156,32.0,3,4,True,0.019545793533325195,5,2,3,3,0,123,237,0,3,5,-0.1105096817016602,True,0.0
native_cost,4404,22,10022,1000,10.33731620976323,41.0,2,4,True,0.07845747470855713,3,1,2,2,0,24,158,0,2,3,-0.1099787831306458,True,0.0
native_cost,4404,23,10023,1000,16.539456618613258,22.0,2,9,True,0.0691995620727539,5,3,1,2,0,150,158,0,2,5,-0.11032210588455205,True,0.0
native_cost,4404,24,10024,1000,9.88525461707377,71.0,4,5,True,0.03440451622009277,4,0,4,4,0,0,316,0,4,4,-0.11508445739746098,True,0.0
native_cost,4404,25,10025,1000,16.989869977316516,81.0,3,7,True,0.04910212755203247,10,7,2,2,1,332,158,26,3,9,-0.10699330568313603,True,0.0
native_cost,4404,26,10026,1000,7.602104058539965,121.0,2,4,True,0.03074204921722412,4,2,2,2,0,110,158,0,2,4,-0.10395060777664189,True,0.0
native_cost,4404,27,10027,1000,18.033513375416987,45.0,4,9,True,0.011738777160644531,7,3,3,3,1,198,237,65,4,6,-0.1050356507301331,True,0.0
native_cost,4404,28,10028,1000,9.379429958759147,42.0,1,4,True,0.05256897211074829,4,3,1,1,0,154,79,0,1,4,-0.10489617586135869,True,0.0
native_cost,4404,29,10029,1000,21.6175500909103,0.0,0,10,True,0.2410973310470581,9,9,0,0,0,306,0,0,0,8,0.1042054414749145,True,0.0
native_cost,4404,30,10030,1000,9.993708213644368,34.0,0,4,True,0.03537243604660034,2,2,0,0,0,107,0,0,0,2,0.017225158214569047,True,0.0
native_cost,4404,31,10031,1000,16.405931494349943,13.0,2,7,True,0.17710500955581665,4,2,1,2,0,59,158,0,2,4,-0.1003931045532227,True,0.0
native_cost,4404,32,10032,1000,20.435520945440658,53.0,0,10,True,0.01828944683074951,7,7,0,0,0,279,0,0,0,7,0.04709352254867549,True,0.0
native_cost,4404,33,10033,1000,24.296238788714618,32.0,1,13,True,0.008291244506835938,5,4,1,1,0,193,79,0,1,5,-0.0968525886535645,True,0.0
native_cost,4404,34,10034,1000,20.42432837872184,30.0,1,10,True,0.03364419937133789,6,5,1,1,0,228,79,0,1,6,-0.017853844165802046,True,0.0
native_cost,4404,35,10035,1000,16.324614145996748,0.0,2,8,True,0.2040935754776001,3,1,1,1,1,28,79,54,2,2,-0.02521811723709111,True,0.0
native_cost,4404,36,10036,1000,20.12303742287986,83.0,3,9,True,0.036078572273254395,6,3,3,3,0,154,237,0,3,6,-0.08712189197540288,True,0.0
native_cost,4404,37,10037,1000,23.00478958068561,56.0,1,13,True,0.0332643985748291,6,5,1,1,0,211,79,0,1,5,-0.021057653427124068,True,0.0
native_cost,4404,38,10038,1000,20.410626614369903,51.0,1,10,True,0.09890931844711304,5,4,0,1,0,162,79,0,1,5,-0.10329811573028569,True,0.0
native_cost,4404,39,10039,1000,22.651193602068815,44.0,1,11,True,0.04216361045837402,8,7,1,1,0,242,79,0,1,7,-0.07618527412414555,True,0.0
native_cost,4404,40,10040,1000,19.476242772063415,94.0,3,7,True,0.02285546064376831,4,1,3,3,0,38,237,0,3,4,-0.11559121608734135,True,0.0
native_cost,4404,41,10041,1000,17.74852994496996,80.0,3,7,True,0.0036208033561706543,9,6,2,2,1,262,158,1,3,8,-0.11495839357376103,True,0.0
native_cost,4404,42,10042,1000,18.377184369344604,0.0,0,9,True,0.35099440813064575,1,1,0,0,0,36,0,0,0,1,0.24434639215469356,True,0.0
native_cost,4404,43,10043,1000,-0.06562702879978133,0.0,0,0,False,0.6713197231292725,0,0,0,0,0,0,0,0,0,0,,True,0.0
native_cost,4404,44,10044,1000,12.505894876725506,87.0,3,5,True,0.05757558345794678,6,3,2,2,1,142,158,54,3,5,-0.10805438756942753,True,0.0
native_cost,4404,45,10045,1000,7.951645555232972,41.0,2,5,True,0.11174905300140381,4,2,1,1,1,110,79,45,2,3,-0.04991482496261601,True,0.0
native_cost,4404,46,10046,1000,23.155807864735834,43.0,0,11,True,0.09911137819290161,5,5,0,0,0,227,0,0,0,4,0.004022789001464799,True,0.0
native_cost,4404,47,10047,1000,10.069671117628957,24.0,1,4,True,0.010585963726043701,4,3,1,1,0,120,79,0,1,3,-0.10241423845291142,True,0.0
native_cost,4404,48,10048,1000,3.100196066533499,21.0,1,2,True,0.19278502464294434,1,0,0,1,0,0,79,0,1,1,-0.11485736370086674,True,0.0
native_cost,4404,49,10049,1000,11.052172192093053,20.0,3,5,True,0.17355376482009888,3,0,3,3,0,0,237,0,3,3,-0.046474444866180464,True,0.0
native_cost,4404,50,10050,1000,20.104930510384293,118.0,3,9,True,0.029420077800750732,6,3,2,2,1,142,158,39,3,5,-0.11327021121978764,True,0.0
native_cost,4404,51,10051,1000,9.385874664514333,0.0,0,5,True,0.4673234224319458,0,0,0,0,0,0,0,0,0,0,,True,0.0
native_cost,4404,52,10052,1000,16.821676890216168,39.0,2,9,True,0.09515708684921265,6,4,2,2,0,150,158,0,2,6,-0.11111747026443486,True,0.0
native_cost,4404,53,10053,1000,20.654690363699956,93.0,2,11,True,0.00525587797164917,8,6,1,1,1,226,79,47,2,7,-0.10113178491592412,True,0.0
native_cost,4404,54,10054,1000,12.47479465916581,48.0,1,6,True,0.012209594249725342,5,4,0,1,0,140,79,0,1,5,-0.008816230297088667,True,0.0
native_cost,4404,55,10055,1000,22.95211410878892,32.0,0,11,True,0.03904634714126587,6,6,0,0,0,306,0,0,0,5,0.04486943483352657,True,0.0
native_cost,4404,56,10056,1000,16.11149070528336,56.0,2,7,True,0.041004717350006104,5,3,2,2,0,134,158,0,2,5,-0.10050897598266606,True,0.0
native_cost,4404,57,10057,1000,22.6886121693351,27.0,2,12,True,0.07030105590820312,5,3,1,1,1,87,79,26,2,4,-0.10180573463439946,True,0.0
native_cost,4404,58,10058,1000,5.185362729286339,0.0,0,2,True,0.32121044397354126,1,1,0,0,0,53,0,0,0,1,0.22489554882049556,True,0.0
native_cost,4404,59,10059,1000,20.306538477365393,113.0,3,10,True,0.026360929012298584,6,3,2,3,0,139,237,0,3,6,-0.11228423118591313,True,0.0
native_cost,4404,60,10060,1000,10.686748998751682,0.0,0,6,True,0.3855621814727783,1,1,0,0,0,55,0,0,0,1,0.21988321542739864,True,0.0
native_cost,4404,61,10061,1000,17.11330255724056,32.0,3,8,True,0.07658189535140991,8,5,2,2,1,261,158,21,3,7,-0.10150443315505986,True,0.0
native_cost,4404,62,10062,1000,19.063709213854963,23.0,1,10,True,0.15549427270889282,4,3,1,1,0,73,79,0,1,4,-0.07627199888229375,True,0.0
native_cost,4404,63,10063,1000,21.827911567837873,17.0,2,13,True,0.012505710124969482,5,3,2,2,0,110,158,0,2,5,-0.10695718526840214,True,0.0
native_cost,4404,64,10064,1000,20.91351833751105,6.0,1,10,True,0.19415152072906494,5,4,1,1,0,146,79,0,1,5,-0.10890321731567387,True,0.0
native_cost,4404,65,10065,1000,21.067018033259956,31.0,1,10,True,0.11441069841384888,7,6,1,1,0,291,79,0,1,7,-0.08335177898406987,True,0.0
native_cost,4404,66,10066,1000,15.823701382105355,8.0,3,7,True,0.17649954557418823,6,3,2,2,1,104,158,11,3,5,-0.03301655054092412,True,0.0
native_cost,4404,67,10067,1000,18.958874782074417,24.0,2,8,True,0.040193259716033936,5,3,2,2,0,82,158,0,2,5,-0.10659079551696782,True,0.0
native_cost,4404,68,10068,1000,20.79364077583523,32.0,1,11,True,0.02236354351043701,5,4,1,1,0,217,79,0,1,5,-0.09771393537521367,True,0.0
native_cost,4404,69,10069,1000,3.440207739546679,848.0,1,2,True,0.0739869475364685,2,1,0,1,0,37,79,0,1,2,-0.10807477235794072,True,0.0
native_cost,4404,70,10070,1000,20.097571907681413,62.0,3,8,True,0.06354564428329468,7,4,3,3,0,178,237,0,3,6,-0.10310052633285527,True,0.0
native_cost,4404,71,10071,1000,12.999886116307948,68.0,1,6,True,0.1232914924621582,2,1,0,1,0,48,79,0,1,2,-0.1053485751152039,True,0.0
native_cost,4404,72,10072,1000,20.47397002896105,59.0,2,9,True,0.027201712131500244,3,1,2,2,0,56,158,0,2,3,-0.10138391256332402,True,0.0
native_cost,4404,73,10073,1000,7.929467413770453,0.0,0,5,True,0.6349963545799255,0,0,0,0,0,0,0,0,0,0,,True,0.0
native_cost,4404,74,10074,1000,17.80051824082193,50.0,1,8,True,0.029667198657989502,3,2,1,1,0,100,79,0,1,3,-0.10550110340118413,True,0.0
native_cost,4404,75,10075,1000,17.59671647101959,74.0,1,9,True,0.06864237785339355,8,7,1,1,0,285,79,0,1,8,-0.11186830997467045,True,0.0
native_cost,4404,76,10076,1000,17.178296308236895,89.0,2,7,True,0.03834056854248047,6,4,2,2,0,187,158,0,2,5,-0.08229391574859624,True,0.0
native_cost,4404,77,10077,1000,20.3381077381855,59.0,2,10,True,0.12018907070159912,7,5,2,2,0,213,158,0,2,7,-0.10453389883041386,True,0.0
native_cost,4404,78,10078,1000,1.6768877195006553,18.0,0,1,True,0.05496490001678467,1,1,0,0,0,46,0,0,0,1,0.2791825652122497,True,0.0
native_cost,4404,79,10079,1000,13.147270635022778,0.0,0,8,True,0.24611985683441162,3,3,0,0,0,145,0,0,0,3,0.04511673450469966,True,0.0
native_cost,4404,80,10080,1000,22.5075772548812,69.0,1,10,True,0.012955963611602783,8,7,1,1,0,300,79,0,1,8,-0.07187818288803105,True,0.0
native_cost,4404,81,10081,1000,3.9342315890415023,0.0,1,3,True,0.2087101936340332,1,0,1,1,0,0,79,0,1,1,-0.039660203456878707,True,0.0
native_cost,4404,82,10082,1000,4.619382201683081,9.0,0,3,True,0.16677510738372803,1,1,0,0,0,50,0,0,0,1,0.05164326429367061,True,0.0
native_cost,4404,83,10083,1000,20.448004316836887,37.0,4,10,True,0.1501307487487793,6,2,3,3,1,70,237,48,4,5,-0.10518478155136113,True,0.0
native_cost,4404,84,10084,1000,20.129829566259787,80.0,3,10,True,0.08499956130981445,8,5,2,2,1,205,158,7,3,6,-0.10466032028198247,True,0.0
native_cost,4404,85,10085,1000,19.816066216164472,127.0,2,9,True,0.018929779529571533,7,5,2,2,0,177,158,0,2,7,-0.07389717102050786,True,0.0
native_cost,4404,86,10086,1000,17.993758629796503,21.0,0,9,True,0.05146676301956177,3,3,0,0,0,128,0,0,0,2,0.18474770784378047,True,0.0
native_cost,4404,87,10087,1000,19.000698542930422,49.0,0,9,True,0.03883713483810425,8,8,0,0,0,332,0,0,0,7,0.08309913873672481,True,0.0
native_cost,4404,88,10088,1000,10.381068640623198,41.0,2,4,True,0.10136246681213379,5,3,1,2,0,147,158,0,2,5,-0.10348318815231328,True,0.0
native_cost,4404,89,10089,1000,21.837103359390312,54.0,1,10,True,0.12102699279785156,7,6,1,1,0,258,79,0,1,6,-0.006953167915344283,True,0.0
native_cost,4404,90,10090,1000,13.796142301116902,0.0,0,7,True,0.4291863441467285,1,1,0,0,0,32,0,0,0,1,0.19242579936981197,True,0.0
native_cost,4404,91,10091,1000,23.327194263925776,13.0,0,11,True,0.1266501545906067,5,5,0,0,0,164,0,0,0,5,0.053998601436614946,True,0.0
native_cost,4404,92,10092,1000,18.95479448626429,51.0,1,9,True,0.07524847984313965,6,5,1,1,0,263,79,0,1,6,-0.058343040943145796,True,0.0
native_cost,4404,93,10093,1000,17.595598173888902,69.0,1,8,True,0.08063185214996338,8,7,1,1,0,272,79,0,1,7,-0.11000971794128422,True,0.0
native_cost,4404,94,10094,1000,18.35777284703795,0.0,0,10,True,0.2584354877471924,5,5,0,0,0,186,0,0,0,4,0.06766999959945674,True,0.0
native_cost,4404,95,10095,1000,6.489044007049415,13.0,0,3,True,0.15134024620056152,4,4,0,0,0,183,0,0,0,4,0.02308864593505855,True,0.0
native_cost,4404,96,10096,1000,10.992202786795303,14.0,0,6,True,0.09736794233322144,3,3,0,0,0,106,0,0,0,3,0.09258950948715206,True,0.0
native_cost,4404,97,10097,1000,20.695867939150048,37.0,0,10,True,0.06500101089477539,5,5,0,0,0,203,0,0,0,5,0.17386419773101802,True,0.0
native_cost,4404,98,10098,1000,21.38744695981586,49.0,1,11,True,0.08927464485168457,6,5,1,1,0,208,79,0,1,6,-0.11241762638092045,True,0.0
native_cost,4404,99,10099,1000,18.874898220354225,75.0,4,9,True,0.06324648857116699,8,4,4,4,0,136,316,0,4,8,-0.1067129254341126,True,0.0
native_cost,5505,0,10000,1000,23.324608917639125,83.0,2,11,True,0.015312910079956055,9,7,1,1,1,280,79,69,2,8,-0.03772615194320683,True,0.0
native_cost,5505,1,10001,1000,19.638899723484883,89.0,2,10,True,0.032366037368774414,6,4,2,2,0,174,158,0,2,5,-0.07603149414062504,True,0.0
native_cost,5505,2,10002,1000,17.487365931450768,43.0,1,7,True,0.0705530047416687,1,0,1,1,0,0,79,0,1,1,-0.10597907304763798,True,0.0
native_cost,5505,3,10003,1000,20.824355273289257,57.0,2,10,True,0.07906115055084229,4,2,2,2,0,81,158,0,2,4,-0.05425660610198979,True,0.0
native_cost,5505,4,10004,1000,21.524480466523073,56.0,2,9,True,0.09285843372344971,6,4,1,1,1,170,79,1,2,5,-0.10337661504745488,True,0.0
native_cost,5505,5,10005,1000,21.969971094564244,31.0,1,11,True,0.0498805046081543,6,5,0,1,0,213,79,0,1,6,-0.056580293178558394,True,0.0
native_cost,5505,6,10006,1000,22.574598015906304,29.0,1,12,True,0.03172427415847778,4,3,1,1,0,127,79,0,1,4,-0.06110357046127324,True,0.0
native_cost,5505,7,10007,1000,23.85114072307624,22.0,0,11,True,0.12443304061889648,9,9,0,0,0,367,0,0,0,9,0.027388405799865678,True,0.0
native_cost,5505,8,10008,1000,21.284316126051635,38.0,2,10,True,0.026704251766204834,10,8,2,2,0,247,158,0,2,10,-0.10769997835159306,True,0.0
native_cost,5505,9,10009,1000,12.486998408930958,31.0,0,6,True,0.06178629398345947,4,4,0,0,0,171,0,0,0,4,0.034528803825378374,True,0.0
native_cost,5505,10,10010,1000,24.088416630296706,113.0,2,11,True,0.008202910423278809,4,2,2,2,0,97,158,0,2,4,-0.11567221879959111,True,0.0
native_cost,5505,11,10011,1000,13.077640281255299,142.0,1,7,True,0.041242897510528564,1,0,1,1,0,0,79,0,1,1,-0.02414791584014897,True,0.0
native_cost,5505,12,10012,1000,21.49152421512281,0.0,0,11,True,0.2960144877433777,1,1,0,0,0,34,0,0,0,1,0.2565257668495178,True,0.0
native_cost,5505,13,10013,1000,18.759194491475682,21.0,3,8,True,0.1542145013809204,6,3,2,2,1,129,158,26,3,5,-0.07507984638214116,True,0.0
native_cost,5505,14,10014,1000,21.136810741334557,85.0,1,9,True,0.010006248950958252,6,5,1,1,0,244,79,0,1,6,-0.10890965461730961,True,0.0
native_cost,5505,15,10015,1000,20.284077489224728,21.0,1,10,True,0.03726679086685181,3,2,1,1,0,79,79,0,1,3,-0.10335640907287602,True,0.0
native_cost,5505,16,10016,1000,6.629746311657584,9.0,1,4,True,0.17458873987197876,3,2,1,1,0,53,79,0,1,3,-0.10305314064025883,True,0.0
native_cost,5505,17,10017,1000,16.243836976706916,47.0,2,7,True,0.019301533699035645,5,3,2,2,0,139,158,0,2,5,-0.08893345594406132,True,0.0
native_cost,5505,18,10018,1000,18.3216266411132,74.0,1,8,True,0.03557091951370239,10,9,1,1,0,378,79,0,1,10,-0.038719105720520064,True,0.0
native_cost,5505,19,10019,1000,23.171803247617845,80.0,2,12,True,0.036371469497680664,8,6,1,1,1,347,79,2,2,7,-0.06370656490325932,True,0.0
native_cost,5505,20,10020,1000,23.752711960063607,11.0,1,12,True,0.15689724683761597,6,5,1,1,0,175,79,0,1,6,-0.024343001842498824,True,0.0
native_cost,5505,21,10021,1000,22.10744772383623,56.0,2,9,True,0.0362057089805603,6,4,2,2,0,162,158,0,2,5,-0.07253067493438725,True,0.0
native_cost,5505,22,10022,1000,16.506208978308678,6.0,1,7,True,0.18718063831329346,7,6,1,1,0,230,79,0,1,7,-0.07099180221557622,True,0.0
native_cost,5505,23,10023,1000,19.08033114697355,0.0,2,11,True,0.21947729587554932,2,0,1,1,1,0,79,28,2,1,-0.0879487276077271,True,0.0
native_cost,5505,24,10024,1000,20.792873208363744,18.0,1,10,True,0.08127164840698242,2,1,1,1,0,44,79,0,1,2,-0.10094975233078007,True,0.0
native_cost,5505,25,10025,1000,4.479946618122938,18.0,0,2,True,0.10645169019699097,2,2,0,0,0,101,0,0,0,2,0.37960035800933833,True,0.0
native_cost,5505,26,10026,1000,23.53725955351547,31.0,3,12,True,0.10952693223953247,9,6,2,2,1,242,158,58,3,8,-0.10623155832290654,True,0.0
native_cost,5505,27,10027,1000,23.80892104329314,62.0,1,12,True,0.06709635257720947,5,4,1,1,0,240,79,0,1,5,-0.03266500234603886,True,0.0
native_cost,5505,28,10028,1000,13.975346233965183,70.0,2,6,True,0.04167240858078003,4,2,2,2,0,113,158,0,2,4,-0.10533140897750859,True,0.0
native_cost,5505,29,10029,1000,22.555978425952617,27.0,1,11,True,0.052979886531829834,4,3,1,1,0,102,79,0,1,4,-0.0724189162254334,True,0.0
native_cost,5505,30,10030,1000,24.27649632790417,26.0,1,11,True,0.13050252199172974,6,5,1,1,0,195,79,0,1,6,-0.1057140707969666,True,0.0
